article_id,topic_id,category_label,percentage
1,2,education_social,95.95
2,2,education_social,96.21
3,0,local_politics,30.91
3,2,education_social,66.44
4,0,local_politics,63.07
4,3,crime_news,36.47
5,0,local_politics,97.54
6,0,local_politics,30.12
6,4,sport_cultural_events,53.54
7,2,education_social,20.6
7,4,sport_cultural_events,77.41
8,3,crime_news,90.21
9,4,sport_cultural_events,92.56
10,0,local_politics,70.54
10,2,education_social,24.29
11,0,local_politics,38.21
11,2,education_social,59.14
12,2,education_social,40.12
12,3,crime_news,23.84
12,4,sport_cultural_events,28.7
13,0,local_politics,97.25
14,2,education_social,23.23
14,3,crime_news,38.26
14,4,sport_cultural_events,21.55
15,1,justice,21.33
15,2,education_social,21.64
15,3,crime_news,43.52
16,0,local_politics,96.07
17,3,crime_news,97.69
18,0,local_politics,73.16
18,3,crime_news,26.28
19,1,justice,57.73
19,3,crime_news,31.7
20,0,local_politics,94.71
21,3,crime_news,92.52
22,2,education_social,74.65
22,3,crime_news,25.04
23,3,crime_news,97.6
24,2,education_social,61.92
24,3,crime_news,35.52
25,0,local_politics,84.05
26,4,sport_cultural_events,95.52
27,0,local_politics,31.34
27,2,education_social,60.49
28,3,crime_news,22.57
28,4,sport_cultural_events,59.27
29,2,education_social,44.97
29,3,crime_news,51.95
30,2,education_social,52.15
30,3,crime_news,44.63
31,0,local_politics,45.51
31,2,education_social,22.62
31,4,sport_cultural_events,29.78
32,4,sport_cultural_events,73.02
33,0,local_politics,67.64
33,3,crime_news,20.75
34,0,local_politics,94.02
35,4,sport_cultural_events,81.31
36,2,education_social,97.61
37,2,education_social,98.94
38,0,local_politics,71.7
38,4,sport_cultural_events,23.9
39,2,education_social,80.77
40,4,sport_cultural_events,84.91
41,3,crime_news,97.47
42,4,sport_cultural_events,96.72
43,1,justice,78.29
44,2,education_social,71.59
44,4,sport_cultural_events,25.79
45,0,local_politics,89.34
46,3,crime_news,85.18
47,0,local_politics,57.83
47,3,crime_news,40.8
48,0,local_politics,31.34
48,4,sport_cultural_events,66.37
49,0,local_politics,96.38
50,0,local_politics,96.38
51,3,crime_news,90.61
52,0,local_politics,55.31
52,4,sport_cultural_events,30.42
53,4,sport_cultural_events,85.84
54,2,education_social,27.69
54,4,sport_cultural_events,60.79
56,0,local_politics,72.36
56,1,justice,22.73
57,0,local_politics,26.02
57,4,sport_cultural_events,67.79
58,4,sport_cultural_events,65.77
61,4,sport_cultural_events,82.21
62,0,local_politics,29.25
62,4,sport_cultural_events,69.21
63,1,justice,30.72
63,3,crime_news,67.64
64,1,justice,86.44
65,3,crime_news,22.76
65,4,sport_cultural_events,63.47
69,1,justice,84.1
70,2,education_social,31.84
70,4,sport_cultural_events,57.88
73,2,education_social,48.04
73,3,crime_news,41.12
74,0,local_politics,26.25
74,2,education_social,41.44
74,3,crime_news,25.05
75,0,local_politics,47.28
75,3,crime_news,29.83
77,2,education_social,96.21
78,0,local_politics,74.69
78,3,crime_news,25.05
79,3,crime_news,99.08
82,2,education_social,89.84
83,0,local_politics,23.23
83,4,sport_cultural_events,74.28
84,2,education_social,49.79
84,3,crime_news,25.9
85,2,education_social,30.26
85,4,sport_cultural_events,64.85
86,0,local_politics,63.51
86,3,crime_news,36.23
87,0,local_politics,20.45
87,2,education_social,43.96
87,3,crime_news,20.39
88,2,education_social,64.35
88,3,crime_news,20.51
89,0,local_politics,29.57
89,3,crime_news,63.41
90,4,sport_cultural_events,78.42
91,0,local_politics,29.57
91,2,education_social,51.42
93,4,sport_cultural_events,67.17
94,1,justice,75.26
95,2,education_social,60.7
96,0,local_politics,97.54
97,0,local_politics,70.22
97,3,crime_news,28.67
98,0,local_politics,86.35
99,0,local_politics,30.79
99,1,justice,52.19
100,0,local_politics,97.54
101,2,education_social,60.7
101,4,sport_cultural_events,34.88
103,0,local_politics,90.04
104,4,sport_cultural_events,60.38
105,0,local_politics,64.73
105,2,education_social,33.58
107,0,local_politics,76.47
108,1,justice,22.4
108,3,crime_news,67.33
109,2,education_social,40.16
109,3,crime_news,41.12
110,4,sport_cultural_events,77.64
111,3,crime_news,94.56
112,3,crime_news,97.47
113,0,local_politics,97.25
114,0,local_politics,78.96
115,0,local_politics,22.0
115,3,crime_news,42.33
115,4,sport_cultural_events,34.56
116,0,local_politics,84.05
117,0,local_politics,97.88
118,4,sport_cultural_events,86.2
119,0,local_politics,76.99
120,0,local_politics,87.86
121,3,crime_news,96.78
122,0,local_politics,26.97
122,3,crime_news,71.49
123,0,local_politics,58.51
123,2,education_social,28.15
124,3,crime_news,80.69
125,0,local_politics,30.91
125,2,education_social,66.44
126,0,local_politics,96.64
127,0,local_politics,56.03
127,3,crime_news,35.52
128,1,justice,35.29
128,2,education_social,31.52
128,3,crime_news,20.31
129,0,local_politics,62.84
129,3,crime_news,35.52
130,0,local_politics,64.3
130,4,sport_cultural_events,31.76
131,0,local_politics,20.59
131,2,education_social,57.97
132,4,sport_cultural_events,95.16
133,4,sport_cultural_events,97.17
134,2,education_social,35.04
134,4,sport_cultural_events,60.54
135,0,local_politics,96.38
136,0,local_politics,58.29
136,3,crime_news,39.45
137,0,local_politics,98.9
138,2,education_social,29.92
138,3,crime_news,52.72
139,0,local_politics,61.85
140,1,justice,36.35
140,3,crime_news,49.24
143,0,local_politics,64.3
143,3,crime_news,22.89
144,1,justice,94.8
145,3,crime_news,97.82
146,1,justice,59.21
146,3,crime_news,38.62
147,2,education_social,89.15
148,3,crime_news,81.75
149,0,local_politics,97.97
150,0,local_politics,71.58
150,3,crime_news,20.51
151,2,education_social,35.04
151,4,sport_cultural_events,51.98
152,1,justice,38.67
152,4,sport_cultural_events,45.1
153,0,local_politics,21.03
153,2,education_social,73.89
154,2,education_social,58.46
154,3,crime_news,20.39
155,2,education_social,74.03
156,3,crime_news,37.89
156,4,sport_cultural_events,46.46
157,2,education_social,86.12
158,0,local_politics,88.5
159,2,education_social,57.72
159,3,crime_news,40.62
160,3,crime_news,86.22
161,0,local_politics,95.26
162,0,local_politics,76.99
163,2,education_social,39.13
163,3,crime_news,59.05
164,0,local_politics,97.88
165,0,local_politics,30.06
165,3,crime_news,64.43
166,3,crime_news,81.63
167,3,crime_news,99.13
168,3,crime_news,93.51
169,2,education_social,66.51
169,3,crime_news,21.42
170,0,local_politics,62.84
170,1,justice,20.88
171,4,sport_cultural_events,76.57
172,2,education_social,55.92
172,4,sport_cultural_events,40.01
173,3,crime_news,99.07
174,0,local_politics,76.45
174,4,sport_cultural_events,20.95
175,0,local_politics,52.18
175,4,sport_cultural_events,28.7
176,4,sport_cultural_events,87.99
177,2,education_social,95.95
178,0,local_politics,87.51
179,2,education_social,86.36
180,2,education_social,34.69
180,3,crime_news,62.75
181,4,sport_cultural_events,88.18
182,2,education_social,38.68
182,4,sport_cultural_events,44.6
183,3,crime_news,95.57
184,3,crime_news,74.63
184,4,sport_cultural_events,22.48
185,2,education_social,24.4
185,3,crime_news,72.63
186,0,local_politics,88.5
187,0,local_politics,53.98
187,4,sport_cultural_events,31.76
188,0,local_politics,96.07
189,0,local_politics,92.59
190,0,local_politics,33.34
190,3,crime_news,64.75
191,3,crime_news,96.27
192,2,education_social,52.59
192,3,crime_news,43.52
193,1,justice,30.61
193,3,crime_news,68.44
194,4,sport_cultural_events,98.69
195,3,crime_news,87.44
196,1,justice,95.44
197,3,crime_news,80.11
198,3,crime_news,97.17
199,0,local_politics,52.46
199,3,crime_news,33.25
200,2,education_social,95.95
201,3,crime_news,98.29
202,1,justice,25.73
202,3,crime_news,72.21
203,1,justice,20.88
203,4,sport_cultural_events,75.4
204,4,sport_cultural_events,87.28
205,0,local_politics,74.62
205,4,sport_cultural_events,21.44
206,3,crime_news,85.18
207,0,local_politics,91.75
209,0,local_politics,92.94
210,0,local_politics,79.27
211,4,sport_cultural_events,86.06
212,2,education_social,49.74
212,4,sport_cultural_events,31.11
213,0,local_politics,43.66
213,4,sport_cultural_events,52.39
214,0,local_politics,73.28
214,3,crime_news,25.27
215,0,local_politics,55.31
215,3,crime_news,43.24
216,3,crime_news,95.57
217,3,crime_news,96.98
218,3,crime_news,99.25
219,3,crime_news,96.78
220,3,crime_news,94.56
222,3,crime_news,95.57
223,0,local_politics,32.77
223,2,education_social,64.91
224,3,crime_news,85.18
225,0,local_politics,74.62
225,3,crime_news,22.89
226,2,education_social,70.72
226,3,crime_news,26.88
227,0,local_politics,82.03
228,3,crime_news,84.8
229,0,local_politics,54.22
229,2,education_social,44.97
230,3,crime_news,85.18
231,0,local_politics,94.02
232,2,education_social,95.66
233,4,sport_cultural_events,85.27
234,0,local_politics,77.95
235,2,education_social,41.94
235,3,crime_news,56.33
236,0,local_politics,97.4
237,0,local_politics,88.5
238,0,local_politics,60.09
238,3,crime_news,38.62
239,0,local_politics,88.29
240,0,local_politics,97.4
241,0,local_politics,22.0
241,3,crime_news,49.13
242,0,local_politics,53.3
242,1,justice,43.34
243,0,local_politics,76.95
243,3,crime_news,22.03
244,3,crime_news,88.73
245,0,local_politics,82.03
246,3,crime_news,96.98
247,3,crime_news,86.02
248,4,sport_cultural_events,88.21
249,0,local_politics,47.13
249,2,education_social,24.93
249,4,sport_cultural_events,27.67
250,3,crime_news,95.95
251,3,crime_news,95.95
252,0,local_politics,90.06
253,3,crime_news,96.78
254,1,justice,25.73
254,2,education_social,51.28
254,3,crime_news,21.42
255,3,crime_news,96.98
256,0,local_politics,97.54
257,0,local_politics,82.03
258,4,sport_cultural_events,90.33
259,2,education_social,48.04
259,3,crime_news,33.24
260,2,education_social,80.61
261,0,local_politics,34.43
261,2,education_social,48.26
262,0,local_politics,30.37
262,2,education_social,68.58
263,0,local_politics,27.64
263,3,crime_news,70.29
264,0,local_politics,80.62
265,0,local_politics,96.64
266,0,local_politics,97.4
267,0,local_politics,96.07
269,2,education_social,70.07
270,0,local_politics,76.99
270,3,crime_news,20.75
271,0,local_politics,33.34
271,3,crime_news,41.12
271,4,sport_cultural_events,24.25
272,0,local_politics,67.19
272,2,education_social,20.81
273,3,crime_news,96.91
274,2,education_social,25.88
274,3,crime_news,72.21
275,0,local_politics,80.35
276,0,local_politics,96.07
277,0,local_politics,89.34
278,0,local_politics,87.51
279,4,sport_cultural_events,97.1
280,2,education_social,97.13
282,0,local_politics,53.9
282,3,crime_news,45.03
283,0,local_politics,90.7
284,0,local_politics,44.75
284,1,justice,43.34
285,0,local_politics,60.98
285,2,education_social,38.44
286,0,local_politics,89.34
287,0,local_politics,72.08
287,2,education_social,24.93
288,4,sport_cultural_events,94.26
289,0,local_politics,65.2
290,0,local_politics,88.5
291,4,sport_cultural_events,85.49
293,3,crime_news,98.08
294,3,crime_news,98.35
295,0,local_politics,98.14
296,3,crime_news,82.6
297,3,crime_news,95.57
298,3,crime_news,95.57
299,0,local_politics,78.96
300,4,sport_cultural_events,84.34
301,1,justice,58.92
301,4,sport_cultural_events,37.09
302,0,local_politics,29.01
302,3,crime_news,67.84
303,3,crime_news,67.31
304,0,local_politics,37.12
304,2,education_social,51.18
305,3,crime_news,81.42
306,1,justice,44.32
306,3,crime_news,52.72
307,3,crime_news,74.97
308,0,local_politics,61.3
308,3,crime_news,37.25
309,0,local_politics,39.71
309,2,education_social,38.86
309,3,crime_news,20.51
310,1,justice,77.56
311,4,sport_cultural_events,89.02
312,2,education_social,75.73
313,4,sport_cultural_events,94.75
314,3,crime_news,79.19
315,3,crime_news,96.27
316,3,crime_news,96.27
318,0,local_politics,86.84
319,3,crime_news,95.29
320,0,local_politics,70.22
320,3,crime_news,28.67
321,1,justice,68.21
321,2,education_social,23.16
322,1,justice,54.32
322,3,crime_news,43.24
323,0,local_politics,94.02
324,0,local_politics,81.49
325,0,local_politics,80.62
326,0,local_politics,96.87
327,3,crime_news,89.24
328,0,local_politics,93.84
329,3,crime_news,41.12
329,4,sport_cultural_events,47.89
330,0,local_politics,22.0
330,3,crime_news,76.36
331,4,sport_cultural_events,84.34
332,3,crime_news,96.98
333,0,local_politics,84.32
334,0,local_politics,87.51
335,1,justice,24.76
335,4,sport_cultural_events,65.95
336,3,crime_news,92.52
337,0,local_politics,82.43
338,0,local_politics,36.72
338,3,crime_news,56.97
339,0,local_politics,20.59
339,1,justice,57.79
339,3,crime_news,20.51
340,3,crime_news,98.6
341,3,crime_news,90.73
342,3,crime_news,97.33
343,3,crime_news,81.63
344,3,crime_news,87.44
345,3,crime_news,82.36
346,0,local_politics,27.46
346,4,sport_cultural_events,70.85
347,0,local_politics,60.12
347,4,sport_cultural_events,37.09
348,4,sport_cultural_events,78.19
349,4,sport_cultural_events,94.26
350,2,education_social,73.23
350,4,sport_cultural_events,21.44
351,2,education_social,38.86
351,3,crime_news,58.75
352,3,crime_news,87.44
353,3,crime_news,94.56
354,3,crime_news,97.17
355,3,crime_news,98.78
356,3,crime_news,97.72
357,0,local_politics,88.11
358,4,sport_cultural_events,87.28
359,2,education_social,24.4
359,4,sport_cultural_events,71.53
360,2,education_social,36.53
360,3,crime_news,61.22
361,0,local_politics,88.5
362,0,local_politics,26.97
362,4,sport_cultural_events,70.6
363,0,local_politics,96.87
364,0,local_politics,90.06
365,0,local_politics,67.64
365,3,crime_news,30.1
366,0,local_politics,95.7
367,3,crime_news,96.54
368,0,local_politics,97.07
369,1,justice,71.45
369,3,crime_news,25.36
370,1,justice,71.45
371,3,crime_news,70.72
372,2,education_social,49.15
372,3,crime_news,41.3
373,0,local_politics,56.03
373,3,crime_news,28.71
374,0,local_politics,58.29
374,4,sport_cultural_events,38.14
375,0,local_politics,64.86
375,4,sport_cultural_events,32.13
376,0,local_politics,89.34
377,2,education_social,65.81
377,3,crime_news,30.96
378,0,local_politics,77.95
378,3,crime_news,20.51
379,0,local_politics,94.71
380,0,local_politics,83.2
381,3,crime_news,96.78
382,0,local_politics,52.18
382,2,education_social,45.77
383,2,education_social,22.62
383,3,crime_news,23.5
383,4,sport_cultural_events,51.69
384,2,education_social,31.96
384,3,crime_news,22.89
384,4,sport_cultural_events,21.44
385,0,local_politics,36.19
385,2,education_social,63.5
386,3,crime_news,96.27
387,3,crime_news,80.37
388,0,local_politics,76.99
389,0,local_politics,37.9
389,2,education_social,61.78
390,3,crime_news,96.98
391,0,local_politics,96.07
392,0,local_politics,72.74
392,1,justice,24.17
393,0,local_politics,86.84
394,0,local_politics,65.2
394,3,crime_news,33.25
395,0,local_politics,56.03
395,4,sport_cultural_events,41.37
396,0,local_politics,33.34
396,1,justice,64.16
397,0,local_politics,39.71
397,1,justice,57.79
398,1,justice,77.65
398,3,crime_news,20.39
399,1,justice,85.96
400,0,local_politics,58.83
401,1,justice,69.91
402,1,justice,95.75
403,1,justice,78.29
404,1,justice,48.33
404,3,crime_news,43.24
405,0,local_politics,69.14
405,1,justice,28.64
406,0,local_politics,60.12
406,3,crime_news,38.11
407,0,local_politics,33.34
407,1,justice,64.56
408,0,local_politics,28.8
408,4,sport_cultural_events,54.98
409,1,justice,56.2
409,2,education_social,36.04
410,1,justice,85.17
411,1,justice,48.51
411,4,sport_cultural_events,37.87
412,1,justice,86.11
413,0,local_politics,49.1
413,3,crime_news,49.0
414,2,education_social,23.5
414,3,crime_news,70.16
415,1,justice,37.81
415,3,crime_news,60.02
416,1,justice,92.15
417,0,local_politics,90.06
418,0,local_politics,74.73
418,1,justice,22.4
419,0,local_politics,97.88
420,0,local_politics,87.51
421,0,local_politics,51.63
421,4,sport_cultural_events,42.54
422,0,local_politics,26.57
422,4,sport_cultural_events,71.49
423,0,local_politics,23.92
423,3,crime_news,74.72
424,0,local_politics,38.4
424,3,crime_news,44.06
425,0,local_politics,29.29
425,2,education_social,44.94
425,3,crime_news,25.18
426,0,local_politics,51.96
426,2,education_social,30.96
427,3,crime_news,97.17
428,3,crime_news,99.32
429,0,local_politics,23.92
429,3,crime_news,57.76
430,1,justice,84.66
431,0,local_politics,58.29
431,1,justice,28.69
432,0,local_politics,98.14
433,0,local_politics,97.78
434,2,education_social,96.21
435,0,local_politics,74.83
436,3,crime_news,20.51
436,4,sport_cultural_events,64.22
437,0,local_politics,55.31
437,4,sport_cultural_events,42.4
438,3,crime_news,89.24
439,2,education_social,70.15
439,3,crime_news,25.52
440,1,justice,85.17
441,1,justice,83.28
442,0,local_politics,60.46
442,3,crime_news,28.31
443,1,justice,79.33
445,0,local_politics,34.46
445,3,crime_news,64.73
446,0,local_politics,78.75
447,3,crime_news,65.43
448,0,local_politics,97.25
449,4,sport_cultural_events,81.43
450,0,local_politics,67.64
450,2,education_social,28.97
451,0,local_politics,23.6
451,2,education_social,59.14
452,4,sport_cultural_events,87.28
453,4,sport_cultural_events,96.72
454,0,local_politics,24.26
454,2,education_social,23.73
454,4,sport_cultural_events,47.01
455,3,crime_news,86.77
456,0,local_politics,87.51
457,0,local_politics,97.07
458,0,local_politics,46.53
458,3,crime_news,52.11
459,1,justice,56.59
459,2,education_social,27.0
460,0,local_politics,97.54
461,0,local_politics,98.14
462,0,local_politics,98.21
463,3,crime_news,98.71
464,3,crime_news,97.33
465,1,justice,31.4
465,3,crime_news,63.13
466,1,justice,38.67
466,3,crime_news,52.37
467,3,crime_news,97.6
468,0,local_politics,39.71
468,3,crime_news,58.75
469,3,crime_news,26.25
469,4,sport_cultural_events,72.08
470,2,education_social,75.73
471,2,education_social,29.92
471,4,sport_cultural_events,51.69
472,0,local_politics,97.66
473,0,local_politics,49.65
473,2,education_social,33.94
474,0,local_politics,80.35
475,0,local_politics,98.06
476,0,local_politics,72.74
477,0,local_politics,94.71
478,0,local_politics,94.71
479,0,local_politics,71.58
479,2,education_social,26.11
480,0,local_politics,46.32
480,2,education_social,40.26
481,0,local_politics,67.43
481,1,justice,29.71
482,2,education_social,26.49
482,3,crime_news,53.19
483,0,local_politics,97.25
484,2,education_social,38.86
484,3,crime_news,58.75
485,3,crime_news,83.17
486,3,crime_news,97.47
487,3,crime_news,97.91
488,0,local_politics,92.59
489,0,local_politics,93.17
490,0,local_politics,49.45
490,3,crime_news,49.38
491,0,local_politics,22.64
491,3,crime_news,38.62
491,4,sport_cultural_events,37.87
492,0,local_politics,23.6
492,4,sport_cultural_events,73.61
493,1,justice,51.13
493,2,education_social,46.2
494,1,justice,88.92
495,1,justice,96.28
496,1,justice,98.57
497,0,local_politics,96.07
498,0,local_politics,97.97
499,0,local_politics,42.35
499,2,education_social,56.76
500,0,local_politics,25.09
500,1,justice,36.49
500,4,sport_cultural_events,37.96
501,0,local_politics,96.64
502,0,local_politics,25.28
502,3,crime_news,73.55
503,0,local_politics,62.84
503,3,crime_news,35.52
504,0,local_politics,43.66
504,4,sport_cultural_events,52.39
505,0,local_politics,98.21
506,0,local_politics,24.12
506,4,sport_cultural_events,74.12
507,0,local_politics,20.59
507,3,crime_news,71.49
508,3,crime_news,90.61
509,0,local_politics,85.26
510,0,local_politics,74.73
511,0,local_politics,91.25
512,3,crime_news,84.24
513,3,crime_news,97.17
514,1,justice,51.02
514,3,crime_news,47.11
515,1,justice,90.27
516,0,local_politics,24.12
516,3,crime_news,74.77
517,0,local_politics,79.15
517,2,education_social,20.09
518,0,local_politics,39.78
518,3,crime_news,59.05
519,2,education_social,55.92
519,4,sport_cultural_events,24.25
520,0,local_politics,82.53
521,3,crime_news,95.75
522,0,local_politics,97.25
523,0,local_politics,42.42
523,1,justice,54.91
524,2,education_social,61.92
524,3,crime_news,35.52
525,0,local_politics,46.53
525,3,crime_news,52.11
526,0,local_politics,33.34
526,1,justice,57.79
527,1,justice,66.31
528,0,local_politics,97.07
529,2,education_social,96.21
530,2,education_social,89.84
531,0,local_politics,33.34
531,2,education_social,63.8
532,3,crime_news,58.75
532,4,sport_cultural_events,38.73
533,0,local_politics,60.19
533,2,education_social,35.63
534,2,education_social,96.21
535,4,sport_cultural_events,79.02
536,0,local_politics,96.07
537,0,local_politics,79.44
538,0,local_politics,97.07
539,0,local_politics,72.39
539,3,crime_news,23.64
540,4,sport_cultural_events,82.53
542,0,local_politics,20.45
542,3,crime_news,78.38
543,0,local_politics,58.83
543,1,justice,33.54
544,3,crime_news,67.13
545,0,local_politics,25.46
545,1,justice,55.69
546,2,education_social,74.03
547,0,local_politics,27.99
547,2,education_social,70.07
548,3,crime_news,81.46
549,0,local_politics,32.02
549,2,education_social,67.26
550,0,local_politics,74.73
550,2,education_social,22.62
551,0,local_politics,65.44
551,3,crime_news,33.27
552,0,local_politics,21.49
552,2,education_social,20.81
552,4,sport_cultural_events,56.26
553,0,local_politics,96.87
554,0,local_politics,79.27
555,0,local_politics,77.31
556,4,sport_cultural_events,95.47
557,0,local_politics,37.18
557,3,crime_news,60.04
558,1,justice,97.37
559,0,local_politics,86.1
560,1,justice,57.06
560,3,crime_news,26.98
561,0,local_politics,96.38
562,3,crime_news,97.91
563,3,crime_news,91.67
564,0,local_politics,65.2
564,1,justice,32.29
565,2,education_social,96.82
566,0,local_politics,44.04
566,1,justice,53.86
567,0,local_politics,39.78
567,2,education_social,58.46
568,0,local_politics,96.64
569,0,local_politics,69.14
569,3,crime_news,29.5
570,0,local_politics,35.22
570,2,education_social,45.77
571,0,local_politics,56.98
571,2,education_social,40.16
572,0,local_politics,29.96
572,1,justice,52.25
574,0,local_politics,67.64
574,2,education_social,28.97
575,3,crime_news,65.37
576,3,crime_news,99.3
577,0,local_politics,84.94
578,0,local_politics,64.86
578,1,justice,32.05
579,2,education_social,90.99
580,2,education_social,42.71
580,3,crime_news,50.99
581,3,crime_news,86.22
582,2,education_social,59.02
582,3,crime_news,26.98
583,2,education_social,31.13
583,4,sport_cultural_events,58.0
584,0,local_politics,48.93
584,3,crime_news,48.81
585,0,local_politics,46.88
585,3,crime_news,51.89
586,3,crime_news,98.29
587,3,crime_news,74.77
588,1,justice,24.06
588,3,crime_news,74.87
589,0,local_politics,73.28
589,2,education_social,24.54
590,1,justice,51.62
590,4,sport_cultural_events,37.09
591,1,justice,51.25
591,3,crime_news,29.5
592,4,sport_cultural_events,96.09
593,3,crime_news,79.38
594,2,education_social,75.35
594,3,crime_news,23.0
595,0,local_politics,95.88
596,3,crime_news,96.27
597,0,local_politics,23.6
597,3,crime_news,74.63
598,0,local_politics,33.34
598,1,justice,63.57
599,3,crime_news,99.33
600,0,local_politics,23.03
600,3,crime_news,74.48
601,0,local_politics,33.34
601,2,education_social,57.97
602,0,local_politics,33.34
602,2,education_social,57.97
603,0,local_politics,39.71
603,3,crime_news,46.0
604,3,crime_news,90.73
605,1,justice,38.67
605,3,crime_news,58.75
607,0,local_politics,77.35
608,0,local_politics,64.86
608,1,justice,24.17
609,0,local_politics,25.97
609,1,justice,72.79
610,0,local_politics,20.59
610,2,education_social,64.35
611,0,local_politics,25.35
611,3,crime_news,61.22
612,4,sport_cultural_events,96.09
613,1,justice,73.77
613,3,crime_news,22.4
614,0,local_politics,67.89
614,3,crime_news,20.22
615,3,crime_news,96.78
616,0,local_politics,25.24
616,4,sport_cultural_events,69.16
617,3,crime_news,60.01
617,4,sport_cultural_events,21.43
619,2,education_social,81.19
620,3,crime_news,89.97
621,4,sport_cultural_events,54.07
622,2,education_social,42.34
622,3,crime_news,41.42
623,3,crime_news,69.06
624,0,local_politics,29.66
624,2,education_social,35.62
624,4,sport_cultural_events,33.15
626,2,education_social,40.02
626,3,crime_news,37.88
627,0,local_politics,85.34
628,0,local_politics,83.26
629,0,local_politics,69.14
629,4,sport_cultural_events,23.05
630,0,local_politics,93.57
631,0,local_politics,82.03
632,0,local_politics,45.33
632,3,crime_news,54.31
633,0,local_politics,88.5
634,0,local_politics,98.4
635,0,local_politics,77.95
635,3,crime_news,20.51
636,0,local_politics,84.05
637,0,local_politics,79.27
638,0,local_politics,93.57
639,0,local_politics,89.16
640,1,justice,51.25
640,3,crime_news,23.84
641,0,local_politics,52.46
641,4,sport_cultural_events,38.73
642,3,crime_news,86.72
643,4,sport_cultural_events,92.02
644,0,local_politics,84.32
645,3,crime_news,81.57
646,3,crime_news,86.22
647,3,crime_news,86.22
648,3,crime_news,89.97
649,0,local_politics,97.25
650,3,crime_news,92.93
651,3,crime_news,88.39
652,3,crime_news,81.12
653,3,crime_news,53.84
653,4,sport_cultural_events,42.07
654,2,education_social,32.28
654,4,sport_cultural_events,55.77
655,0,local_politics,85.26
656,0,local_politics,97.88
657,3,crime_news,97.33
658,0,local_politics,35.61
658,2,education_social,21.08
658,3,crime_news,42.33
659,0,local_politics,96.02
660,0,local_politics,56.03
660,2,education_social,27.89
661,0,local_politics,85.26
662,0,local_politics,97.25
663,2,education_social,93.87
664,0,local_politics,25.94
664,1,justice,68.39
665,3,crime_news,98.23
666,2,education_social,89.84
667,0,local_politics,28.15
667,3,crime_news,70.91
668,3,crime_news,97.47
669,3,crime_news,89.81
670,2,education_social,58.2
670,4,sport_cultural_events,22.57
671,1,justice,89.65
672,0,local_politics,74.62
672,1,justice,21.33
673,3,crime_news,81.3
674,0,local_politics,45.83
674,3,crime_news,49.75
675,0,local_politics,56.48
675,4,sport_cultural_events,42.96
676,0,local_politics,82.53
677,2,education_social,28.52
677,3,crime_news,30.16
677,4,sport_cultural_events,21.13
678,4,sport_cultural_events,97.41
679,0,local_politics,46.09
679,1,justice,51.41
680,2,education_social,53.63
680,3,crime_news,34.88
681,0,local_politics,67.29
682,1,justice,66.31
682,3,crime_news,31.26
683,0,local_politics,86.1
684,4,sport_cultural_events,96.53
685,3,crime_news,92.52
686,0,local_politics,74.79
686,2,education_social,23.16
687,3,crime_news,95.57
688,1,justice,88.14
689,1,justice,87.2
690,0,local_politics,80.35
691,0,local_politics,35.22
691,4,sport_cultural_events,56.96
692,0,local_politics,78.96
