article_id,topic_id,category_label,percentage
693,1,justice,42.34
693,2,education_social,30.54
694,0,local_politics,21.25
694,4,sport_cultural_events,72.64
695,1,justice,71.44
695,3,crime_news,26.5
696,0,local_politics,64.86
696,2,education_social,32.28
697,2,education_social,52.59
697,3,crime_news,43.52
699,4,sport_cultural_events,83.35
700,2,education_social,43.6
700,4,sport_cultural_events,34.88
701,0,local_politics,49.22
701,2,education_social,41.5
702,3,crime_news,89.97
703,0,local_politics,38.69
703,3,crime_news,38.62
704,3,crime_news,96.54
705,3,crime_news,96.98
706,1,justice,26.24
706,3,crime_news,61.74
707,3,crime_news,89.52
708,3,crime_news,84.24
709,3,crime_news,81.94
710,3,crime_news,97.17
711,3,crime_news,87.4
712,0,local_politics,45.51
712,4,sport_cultural_events,51.69
713,0,local_politics,39.71
713,2,education_social,57.97
714,0,local_politics,73.25
714,4,sport_cultural_events,25.18
715,1,justice,47.01
715,3,crime_news,37.99
716,0,local_politics,68.3
717,0,local_politics,96.87
718,0,local_politics,71.58
718,2,education_social,26.11
719,3,crime_news,98.08
720,1,justice,59.21
720,2,education_social,37.97
721,0,local_politics,67.43
721,3,crime_news,30.81
722,0,local_politics,63.87
722,1,justice,35.55
723,0,local_politics,90.7
724,2,education_social,87.47
725,4,sport_cultural_events,96.08
729,0,local_politics,71.58
729,3,crime_news,26.88
730,2,education_social,93.87
731,2,education_social,81.66
732,2,education_social,53.33
732,3,crime_news,41.68
733,3,crime_news,87.4
734,3,crime_news,86.22
735,2,education_social,32.48
735,3,crime_news,65.12
736,2,education_social,27.89
736,4,sport_cultural_events,54.98
737,2,education_social,41.47
737,3,crime_news,55.04
738,3,crime_news,81.94
739,1,justice,45.21
739,3,crime_news,49.52
741,1,justice,88.92
742,0,local_politics,25.35
742,1,justice,72.3
743,0,local_politics,49.22
743,3,crime_news,49.13
745,2,education_social,41.64
745,4,sport_cultural_events,51.56
746,0,local_politics,91.25
747,0,local_politics,33.34
747,2,education_social,63.8
748,1,justice,41.94
748,3,crime_news,52.14
749,4,sport_cultural_events,93.95
751,1,justice,29.71
751,3,crime_news,60.02
752,3,crime_news,68.25
753,3,crime_news,97.82
754,0,local_politics,30.48
754,3,crime_news,69.0
755,0,local_politics,84.57
756,0,local_politics,38.21
756,4,sport_cultural_events,51.69
757,0,local_politics,31.34
757,1,justice,66.31
758,2,education_social,27.26
758,3,crime_news,28.84
758,4,sport_cultural_events,40.01
759,2,education_social,31.96
759,4,sport_cultural_events,62.71
760,0,local_politics,97.12
761,0,local_politics,61.3
761,3,crime_news,37.25
762,0,local_politics,96.38
763,3,crime_news,97.17
764,3,crime_news,87.4
765,2,education_social,83.47
766,3,crime_news,96.54
767,3,crime_news,91.17
768,3,crime_news,97.71
769,0,local_politics,74.73
769,3,crime_news,23.5
770,0,local_politics,55.31
770,1,justice,42.34
771,0,local_politics,97.66
772,3,crime_news,85.05
773,0,local_politics,97.4
774,3,crime_news,95.95
775,3,crime_news,91.67
776,3,crime_news,87.4
777,3,crime_news,97.33
778,3,crime_news,79.49
780,2,education_social,22.02
780,3,crime_news,76.62
781,0,local_politics,96.07
782,3,crime_news,83.21
783,3,crime_news,93.21
784,2,education_social,97.63
785,2,education_social,23.58
785,4,sport_cultural_events,57.72
786,3,crime_news,76.36
787,3,crime_news,86.22
788,3,crime_news,93.57
789,0,local_politics,84.32
790,0,local_politics,49.22
790,3,crime_news,42.33
791,0,local_politics,86.03
792,0,local_politics,42.39
792,1,justice,20.68
792,4,sport_cultural_events,30.07
793,3,crime_news,88.05
794,0,local_politics,67.19
794,4,sport_cultural_events,25.79
795,0,local_politics,63.95
796,4,sport_cultural_events,89.41
797,4,sport_cultural_events,93.67
798,3,crime_news,96.54
799,0,local_politics,31.65
799,3,crime_news,56.97
801,0,local_politics,52.89
801,1,justice,44.87
802,0,local_politics,52.46
802,1,justice,32.29
803,0,local_politics,64.86
803,1,justice,32.05
804,2,education_social,79.27
805,0,local_politics,28.8
805,3,crime_news,69.55
806,0,local_politics,44.75
806,1,justice,26.24
806,3,crime_news,27.53
807,0,local_politics,55.31
807,1,justice,42.34
808,0,local_politics,60.09
808,1,justice,27.11
809,3,crime_news,88.39
810,0,local_politics,36.72
810,2,education_social,56.35
811,3,crime_news,97.6
814,0,local_politics,29.94
814,2,education_social,67.21
815,3,crime_news,95.95
816,4,sport_cultural_events,94.26
817,1,justice,38.67
817,3,crime_news,58.75
818,3,crime_news,76.36
819,3,crime_news,76.9
820,2,education_social,45.4
820,4,sport_cultural_events,52.45
821,4,sport_cultural_events,96.09
822,0,local_politics,72.27
822,3,crime_news,26.5
823,0,local_politics,43.6
823,2,education_social,49.49
824,0,local_politics,96.07
825,0,local_politics,21.73
825,1,justice,54.3
825,2,education_social,21.47
826,4,sport_cultural_events,84.91
827,1,justice,37.01
827,3,crime_news,60.02
828,0,local_politics,33.34
828,4,sport_cultural_events,55.77
830,4,sport_cultural_events,95.82
831,2,education_social,96.72
832,2,education_social,64.72
832,4,sport_cultural_events,32.52
833,0,local_politics,41.22
833,3,crime_news,41.12
834,0,local_politics,38.21
834,3,crime_news,60.02
835,3,crime_news,96.47
836,0,local_politics,20.12
836,3,crime_news,79.56
837,3,crime_news,97.33
838,3,crime_news,98.92
839,3,crime_news,97.6
840,3,crime_news,97.6
841,3,crime_news,86.22
842,3,crime_news,97.91
843,0,local_politics,27.99
843,2,education_social,59.37
844,0,local_politics,28.0
844,1,justice,41.35
845,0,local_politics,41.8
845,3,crime_news,56.97
846,0,local_politics,39.82
846,3,crime_news,55.34
847,0,local_politics,30.84
847,3,crime_news,49.52
848,2,education_social,22.96
848,3,crime_news,74.43
849,0,local_politics,25.46
849,4,sport_cultural_events,55.77
850,0,local_politics,82.43
851,0,local_politics,92.59
852,0,local_politics,66.46
852,1,justice,33.18
853,0,local_politics,57.45
853,2,education_social,36.29
854,0,local_politics,96.07
855,1,justice,33.5
855,3,crime_news,49.38
856,0,local_politics,60.09
856,4,sport_cultural_events,21.81
857,4,sport_cultural_events,84.75
858,4,sport_cultural_events,90.33
859,4,sport_cultural_events,96.53
860,4,sport_cultural_events,96.53
861,0,local_politics,30.12
861,4,sport_cultural_events,68.04
862,4,sport_cultural_events,90.33
863,4,sport_cultural_events,93.67
865,3,crime_news,25.52
865,4,sport_cultural_events,58.42
866,4,sport_cultural_events,95.52
867,4,sport_cultural_events,95.82
868,4,sport_cultural_events,86.29
869,2,education_social,50.45
869,4,sport_cultural_events,39.64
870,4,sport_cultural_events,79.4
871,1,justice,47.4
871,3,crime_news,48.81
872,0,local_politics,27.99
872,4,sport_cultural_events,69.97
873,4,sport_cultural_events,80.33
874,0,local_politics,74.93
879,0,local_politics,49.72
879,1,justice,46.86
880,4,sport_cultural_events,97.17
881,2,education_social,95.32
882,4,sport_cultural_events,87.28
883,0,local_politics,35.61
883,2,education_social,55.11
884,2,education_social,83.47
885,2,education_social,68.73
885,4,sport_cultural_events,27.75
886,3,crime_news,73.2
887,2,education_social,95.66
888,0,local_politics,97.66
889,4,sport_cultural_events,79.73
890,3,crime_news,85.89
891,0,local_politics,99.51
892,0,local_politics,99.51
893,2,education_social,24.74
893,4,sport_cultural_events,66.49
894,4,sport_cultural_events,75.55
896,4,sport_cultural_events,84.34
897,4,sport_cultural_events,72.77
898,0,local_politics,97.07
899,2,education_social,55.15
899,3,crime_news,23.39
900,0,local_politics,91.25
901,2,education_social,73.95
901,3,crime_news,22.32
902,0,local_politics,20.45
902,2,education_social,66.33
903,2,education_social,72.47
904,2,education_social,88.04
905,2,education_social,97.26
906,0,local_politics,80.62
907,4,sport_cultural_events,71.53
908,0,local_politics,25.46
908,3,crime_news,64.75
909,3,crime_news,38.62
909,4,sport_cultural_events,59.27
910,4,sport_cultural_events,95.82
911,2,education_social,60.49
911,3,crime_news,37.25
912,0,local_politics,67.29
913,3,crime_news,83.17
914,1,justice,75.26
915,2,education_social,98.38
916,2,education_social,95.65
917,0,local_politics,89.34
918,0,local_politics,92.19
919,1,justice,90.27
920,0,local_politics,60.09
920,3,crime_news,22.57
921,0,local_politics,81.49
922,0,local_politics,96.87
923,4,sport_cultural_events,96.53
924,4,sport_cultural_events,84.34
925,2,education_social,83.87
926,3,crime_news,60.02
926,4,sport_cultural_events,29.78
927,3,crime_news,76.36
928,3,crime_news,84.24
929,0,local_politics,80.18
930,0,local_politics,39.58
930,3,crime_news,58.16
931,0,local_politics,60.75
932,0,local_politics,82.03
933,0,local_politics,69.14
933,3,crime_news,29.5
934,0,local_politics,63.49
934,3,crime_news,35.15
935,0,local_politics,92.94
936,3,crime_news,71.47
937,0,local_politics,72.74
938,4,sport_cultural_events,73.61
939,0,local_politics,42.56
939,1,justice,23.36
939,3,crime_news,33.28
940,1,justice,40.97
940,3,crime_news,56.97
941,0,local_politics,20.87
941,3,crime_news,76.87
942,2,education_social,90.45
943,2,education_social,76.19
944,0,local_politics,47.61
944,1,justice,50.86
945,1,justice,36.35
945,2,education_social,48.51
946,1,justice,87.01
947,0,local_politics,70.41
948,2,education_social,60.66
948,4,sport_cultural_events,26.24
949,2,education_social,92.65
950,0,local_politics,70.41
951,0,local_politics,29.57
951,1,justice,34.3
951,2,education_social,34.46
952,0,local_politics,96.64
953,0,local_politics,86.35
954,0,local_politics,53.55
954,2,education_social,21.82
954,3,crime_news,24.54
955,0,local_politics,89.34
956,0,local_politics,63.49
956,3,crime_news,35.15
957,0,local_politics,83.26
958,0,local_politics,97.54
959,4,sport_cultural_events,96.88
960,0,local_politics,86.1
961,3,crime_news,65.55
962,2,education_social,36.53
962,3,crime_news,61.22
963,0,local_politics,86.35
964,0,local_politics,94.02
965,3,crime_news,48.81
965,4,sport_cultural_events,47.49
966,4,sport_cultural_events,98.92
967,0,local_politics,76.45
968,3,crime_news,89.24
969,3,crime_news,67.33
970,3,crime_news,84.8
971,0,local_politics,40.88
971,4,sport_cultural_events,56.96
972,0,local_politics,20.89
972,2,education_social,27.02
972,4,sport_cultural_events,51.89
973,1,justice,89.65
974,1,justice,96.02
975,0,local_politics,63.24
975,3,crime_news,33.15
976,0,local_politics,65.69
976,1,justice,20.8
977,0,local_politics,80.52
978,3,crime_news,80.51
979,2,education_social,81.66
980,2,education_social,97.26
981,2,education_social,97.26
982,0,local_politics,23.03
982,4,sport_cultural_events,73.03
983,4,sport_cultural_events,93.67
984,2,education_social,74.03
985,1,justice,27.69
985,2,education_social,68.73
986,0,local_politics,90.7
987,0,local_politics,20.59
987,2,education_social,64.35
988,3,crime_news,84.8
989,3,crime_news,69.65
990,3,crime_news,97.47
991,3,crime_news,90.53
992,3,crime_news,90.61
993,3,crime_news,96.98
994,3,crime_news,96.55
995,3,crime_news,95.57
996,3,crime_news,78.85
997,3,crime_news,96.78
998,1,justice,43.16
998,3,crime_news,54.67
999,0,local_politics,25.16
999,1,justice,73.77
1000,0,local_politics,49.1
1000,1,justice,47.81
1001,0,local_politics,53.3
1001,1,justice,43.34
1002,3,crime_news,89.97
1003,3,crime_news,97.6
1004,3,crime_news,45.42
1004,4,sport_cultural_events,51.69
1005,3,crime_news,95.57
1006,3,crime_news,95.12
1007,3,crime_news,97.45
1008,3,crime_news,96.27
1009,3,crime_news,94.56
1010,3,crime_news,95.57
1011,3,crime_news,95.57
1012,3,crime_news,96.78
1013,3,crime_news,89.97
1014,3,crime_news,95.95
1016,3,crime_news,76.36
1017,3,crime_news,94.56
1018,3,crime_news,98.6
1019,3,crime_news,95.57
1020,3,crime_news,91.67
1021,3,crime_news,93.47
1022,3,crime_news,96.78
1023,3,crime_news,98.41
1024,3,crime_news,85.12
1025,3,crime_news,84.41
1026,3,crime_news,95.57
1027,3,crime_news,79.19
1028,3,crime_news,90.61
1029,3,crime_news,98.41
1031,2,education_social,22.62
1031,3,crime_news,67.33
1032,3,crime_news,97.47
1033,3,crime_news,97.47
1034,0,local_politics,90.7
1035,0,local_politics,20.59
1035,1,justice,51.41
1035,2,education_social,26.11
1036,2,education_social,53.75
1037,1,justice,54.49
1037,3,crime_news,26.81
1038,0,local_politics,96.38
1039,3,crime_news,90.73
1040,0,local_politics,78.45
1041,2,education_social,24.4
1041,3,crime_news,72.63
1042,4,sport_cultural_events,88.21
1043,0,local_politics,51.75
1043,2,education_social,43.59
1045,3,crime_news,88.6
1046,2,education_social,68.73
1046,3,crime_news,28.71
1047,3,crime_news,96.98
1048,0,local_politics,81.3
1049,0,local_politics,26.23
1049,2,education_social,68.65
1051,3,crime_news,97.33
1052,3,crime_news,96.78
1053,3,crime_news,99.21
1054,0,local_politics,96.07
1055,3,crime_news,20.26
1055,4,sport_cultural_events,73.91
1056,2,education_social,95.95
1057,0,local_politics,97.97
1058,2,education_social,28.81
1058,4,sport_cultural_events,68.27
1059,1,justice,90.27
1060,0,local_politics,37.33
1060,2,education_social,60.49
1061,0,local_politics,85.4
1062,4,sport_cultural_events,81.43
1064,0,local_politics,49.72
1064,4,sport_cultural_events,46.88
1065,0,local_politics,80.62
1066,3,crime_news,55.94
1066,4,sport_cultural_events,27.75
1067,0,local_politics,76.99
1067,3,crime_news,20.75
1068,4,sport_cultural_events,97.7
1069,0,local_politics,25.46
1069,2,education_social,32.28
1069,3,crime_news,41.12
1070,0,local_politics,33.34
1070,4,sport_cultural_events,64.22
1071,0,local_politics,64.86
1071,4,sport_cultural_events,32.13
1072,2,education_social,45.77
1072,3,crime_news,46.45
1073,4,sport_cultural_events,82.21
1074,0,local_politics,70.22
1074,3,crime_news,24.06
1075,3,crime_news,96.78
1076,1,justice,31.15
1076,2,education_social,31.28
1076,3,crime_news,36.22
1077,0,local_politics,22.64
1077,3,crime_news,76.07
1078,2,education_social,34.31
1078,4,sport_cultural_events,41.9
1079,2,education_social,92.27
1080,3,crime_news,87.4
1081,0,local_politics,70.41
1081,1,justice,26.24
1082,0,local_politics,33.98
1082,4,sport_cultural_events,50.22
1083,0,local_politics,36.28
1083,3,crime_news,58.25
1084,3,crime_news,97.17
1085,4,sport_cultural_events,75.55
1086,4,sport_cultural_events,96.09
1087,4,sport_cultural_events,96.53
1088,3,crime_news,61.22
1088,4,sport_cultural_events,36.41
1089,0,local_politics,40.48
1089,2,education_social,35.22
1090,2,education_social,38.86
1090,3,crime_news,58.75
1091,3,crime_news,80.51
1092,0,local_politics,42.99
1092,2,education_social,56.39
1093,0,local_politics,76.99
1094,0,local_politics,67.43
1094,3,crime_news,30.81
1095,3,crime_news,69.55
1095,4,sport_cultural_events,27.75
1096,3,crime_news,96.54
1097,3,crime_news,95.95
1098,0,local_politics,96.64
1099,4,sport_cultural_events,75.26
1100,0,local_politics,84.23
1101,0,local_politics,48.93
1101,3,crime_news,30.1
1102,3,crime_news,44.63
1102,4,sport_cultural_events,51.98
1103,2,education_social,70.94
1103,3,crime_news,27.4
1104,4,sport_cultural_events,82.34
1105,2,education_social,94.44
1106,2,education_social,27.52
1106,4,sport_cultural_events,41.09
1107,0,local_politics,91.25
1108,4,sport_cultural_events,87.24
1109,0,local_politics,20.59
1109,3,crime_news,71.49
1111,4,sport_cultural_events,96.88
1112,2,education_social,94.92
1114,0,local_politics,90.06
1115,0,local_politics,61.78
1115,2,education_social,21.45
1116,0,local_politics,97.33
1117,0,local_politics,33.34
1117,3,crime_news,65.37
1118,0,local_politics,72.27
1118,4,sport_cultural_events,25.79
1119,4,sport_cultural_events,88.27
1120,0,local_politics,97.66
1121,2,education_social,79.8
1122,1,justice,35.89
1122,3,crime_news,46.81
1123,0,local_politics,50.79
1123,1,justice,45.32
1124,0,local_politics,48.12
1124,2,education_social,32.79
1125,2,education_social,64.72
1125,4,sport_cultural_events,21.81
1126,2,education_social,21.98
1126,3,crime_news,58.55
1127,0,local_politics,88.66
1128,0,local_politics,40.88
1128,4,sport_cultural_events,51.31
1129,0,local_politics,48.69
1129,2,education_social,47.14
1130,2,education_social,58.64
1130,4,sport_cultural_events,35.41
1131,1,justice,51.41
1131,3,crime_news,20.51
1131,4,sport_cultural_events,25.99
1132,4,sport_cultural_events,89.18
1133,0,local_politics,80.62
1134,1,justice,83.28
1135,0,local_politics,91.25
1136,1,justice,26.24
1136,3,crime_news,53.19
1137,2,education_social,68.73
1137,4,sport_cultural_events,20.95
1138,0,local_politics,35.93
1138,2,education_social,39.3
1138,3,crime_news,24.2
1139,0,local_politics,30.12
1139,2,education_social,68.13
1140,3,crime_news,38.11
1140,4,sport_cultural_events,59.0
1141,0,local_politics,96.38
1142,0,local_politics,49.39
1142,2,education_social,21.92
1142,3,crime_news,27.92
1143,3,crime_news,97.33
1144,3,crime_news,81.94
1145,1,justice,41.3
1145,3,crime_news,55.94
1146,3,crime_news,88.39
1147,3,crime_news,67.21
1148,3,crime_news,89.24
1149,2,education_social,34.46
1149,3,crime_news,46.45
1150,0,local_politics,45.51
1150,1,justice,51.62
1151,3,crime_news,84.24
1152,2,education_social,68.13
1152,3,crime_news,30.05
1153,1,justice,40.97
1153,3,crime_news,56.97
1154,3,crime_news,73.2
1155,0,local_politics,26.97
1155,3,crime_news,46.0
1155,4,sport_cultural_events,25.99
1156,2,education_social,20.75
1156,3,crime_news,65.12
1157,3,crime_news,97.6
1158,3,crime_news,97.47
1159,0,local_politics,33.34
1159,3,crime_news,52.37
1160,0,local_politics,96.38
1161,0,local_politics,96.38
1162,0,local_politics,58.83
1162,3,crime_news,33.25
1163,3,crime_news,85.18
1164,0,local_politics,30.91
1164,2,education_social,66.44
1165,0,local_politics,28.8
1165,2,education_social,55.11
1166,0,local_politics,39.71
1166,4,sport_cultural_events,51.48
1167,0,local_politics,73.84
1167,3,crime_news,25.18
1168,0,local_politics,31.51
1168,1,justice,44.01
1168,3,crime_news,20.51
1169,0,local_politics,58.48
1169,1,justice,27.21
1170,0,local_politics,78.4
1171,0,local_politics,92.59
1172,0,local_politics,25.07
1172,3,crime_news,74.65
1173,0,local_politics,68.89
1173,1,justice,26.3
1174,0,local_politics,79.27
1175,1,justice,94.66
1176,0,local_politics,46.53
1176,2,education_social,23.16
1176,4,sport_cultural_events,28.7
1177,2,education_social,85.55
1178,0,local_politics,43.37
1178,2,education_social,24.17
1178,3,crime_news,30.31
1179,0,local_politics,52.49
1179,4,sport_cultural_events,45.03
1180,1,justice,61.72
1180,3,crime_news,28.71
1181,0,local_politics,59.11
1181,2,education_social,39.13
1182,0,local_politics,96.38
1183,0,local_politics,96.38
1184,0,local_politics,65.2
1184,1,justice,32.29
1185,0,local_politics,69.68
1185,1,justice,27.4
1186,0,local_politics,76.45
1187,0,local_politics,74.79
1188,0,local_politics,52.82
1188,2,education_social,44.53
1189,0,local_politics,28.8
1189,2,education_social,48.31
1189,4,sport_cultural_events,20.95
1190,0,local_politics,52.46
1190,2,education_social,38.86
1191,0,local_politics,86.71
1192,0,local_politics,65.2
1192,3,crime_news,20.51
1193,0,local_politics,23.92
1193,4,sport_cultural_events,62.62
1194,1,justice,43.82
1194,3,crime_news,39.72
1195,0,local_politics,90.31
1196,2,education_social,88.76
1197,0,local_politics,86.1
1198,0,local_politics,84.32
1199,3,crime_news,96.78
1200,0,local_politics,96.38
1201,1,justice,24.17
1201,2,education_social,71.68
1202,0,local_politics,67.12
1202,3,crime_news,31.81
1203,0,local_politics,71.7
1203,2,education_social,24.13
1204,2,education_social,89.84
1205,2,education_social,37.75
1205,3,crime_news,55.4
1206,2,education_social,68.13
1206,3,crime_news,30.05
1207,2,education_social,68.73
1207,4,sport_cultural_events,27.75
1208,3,crime_news,97.17
1209,3,crime_news,64.75
1210,2,education_social,55.11
1210,3,crime_news,42.33
1211,0,local_politics,46.59
1211,2,education_social,49.24
1212,2,education_social,95.32
1213,3,crime_news,92.88
1214,3,crime_news,92.88
1215,0,local_politics,98.14
1216,0,local_politics,59.2
1216,2,education_social,31.66
1217,0,local_politics,78.96
1218,2,education_social,36.04
1218,3,crime_news,62.05
1219,1,justice,28.69
1219,3,crime_news,67.51
1220,3,crime_news,86.77
1221,3,crime_news,97.17
1222,3,crime_news,96.27
1223,1,justice,83.31
1224,0,local_politics,65.2
1224,3,crime_news,33.25
1225,1,justice,32.29
1225,2,education_social,26.11
1225,3,crime_news,26.88
1226,0,local_politics,96.87
1227,1,justice,92.15
1228,0,local_politics,96.64
1229,0,local_politics,77.35
1229,4,sport_cultural_events,20.71
1230,3,crime_news,98.23
1231,3,crime_news,89.98
1232,0,local_politics,97.78
1233,0,local_politics,35.61
1233,3,crime_news,62.75
1234,1,justice,65.38
1234,3,crime_news,21.55
1235,0,local_politics,69.64
1235,1,justice,27.69
1236,0,local_politics,86.1
1237,3,crime_news,74.63
1238,3,crime_news,61.63
1239,3,crime_news,95.57
1240,0,local_politics,20.2
1240,3,crime_news,79.27
1241,0,local_politics,21.49
1241,3,crime_news,77.28
1242,0,local_politics,21.49
1242,3,crime_news,77.28
1243,3,crime_news,94.56
1244,0,local_politics,52.82
1244,3,crime_news,30.81
1245,3,crime_news,94.27
1246,3,crime_news,98.16
1247,3,crime_news,84.8
1248,0,local_politics,36.8
1248,2,education_social,50.44
1249,0,local_politics,97.78
1250,0,local_politics,86.1
1251,0,local_politics,69.14
1252,0,local_politics,78.96
1253,0,local_politics,74.79
1253,3,crime_news,23.84
1254,0,local_politics,84.85
1256,3,crime_news,23.5
1256,4,sport_cultural_events,73.61
1257,3,crime_news,23.5
1257,4,sport_cultural_events,73.61
1258,0,local_politics,60.12
1258,3,crime_news,38.11
1259,0,local_politics,58.83
1259,1,justice,32.29
1260,0,local_politics,61.3
1260,3,crime_news,37.25
1262,0,local_politics,90.06
1263,3,crime_news,88.6
1264,4,sport_cultural_events,89.72
1265,0,local_politics,68.96
1265,2,education_social,20.83
1266,0,local_politics,97.25
1267,1,justice,31.59
1267,2,education_social,50.53
1268,0,local_politics,48.93
1268,4,sport_cultural_events,28.78
1269,0,local_politics,91.75
1270,0,local_politics,39.58
1270,3,crime_news,48.81
1271,3,crime_news,78.85
1272,3,crime_news,89.98
1273,0,local_politics,79.27
1274,2,education_social,41.5
1274,3,crime_news,55.94
1275,0,local_politics,84.94
1276,0,local_politics,28.8
1276,1,justice,27.69
1276,3,crime_news,28.71
1277,2,education_social,24.87
1277,3,crime_news,30.02
1277,4,sport_cultural_events,44.62
1278,2,education_social,54.5
1278,3,crime_news,37.25
1279,0,local_politics,52.18
1279,3,crime_news,35.15
1280,2,education_social,41.16
1280,3,crime_news,42.75
1281,2,education_social,45.77
1281,3,crime_news,52.11
1282,2,education_social,34.46
1282,3,crime_news,63.41
1283,0,local_politics,92.94
1284,0,local_politics,97.4
1285,0,local_politics,96.87
1286,3,crime_news,97.33
1287,3,crime_news,88.39
1289,4,sport_cultural_events,81.43
1290,0,local_politics,94.71
1291,3,crime_news,98.41
1292,1,justice,75.8
1293,4,sport_cultural_events,97.61
1294,3,crime_news,89.1
1295,4,sport_cultural_events,54.38
1296,0,local_politics,51.62
1296,1,justice,23.89
1296,2,education_social,23.95
1297,2,education_social,90.45
1298,1,justice,32.29
1298,3,crime_news,52.37
1299,0,local_politics,55.31
1299,3,crime_news,43.24
1300,3,crime_news,97.82
1301,0,local_politics,64.14
1301,2,education_social,24.84
1302,3,crime_news,99.26
1303,3,crime_news,95.95
1304,2,education_social,22.62
1304,3,crime_news,74.63
1305,0,local_politics,86.35
1306,0,local_politics,89.34
1308,3,crime_news,78.19
1309,3,crime_news,57.0
1309,4,sport_cultural_events,35.99
1310,3,crime_news,93.85
1311,0,local_politics,43.27
1311,2,education_social,48.61
1312,2,education_social,27.89
1312,3,crime_news,21.9
1312,4,sport_cultural_events,48.17
1313,2,education_social,60.31
1313,3,crime_news,23.3
1314,2,education_social,41.26
1314,3,crime_news,36.69
1314,4,sport_cultural_events,21.82
1315,4,sport_cultural_events,75.55
1316,0,local_politics,23.6
1316,2,education_social,66.44
1317,3,crime_news,96.27
1318,2,education_social,95.95
1319,3,crime_news,95.95
1320,0,local_politics,96.64
1321,0,local_politics,41.22
1321,4,sport_cultural_events,55.77
1322,0,local_politics,91.75
1323,0,local_politics,65.2
1323,3,crime_news,26.88
1324,0,local_politics,58.29
1324,3,crime_news,20.75
1325,2,education_social,48.51
1325,3,crime_news,43.24
1326,1,justice,51.41
1326,3,crime_news,39.63
1327,0,local_politics,27.46
1327,3,crime_news,71.47
1328,4,sport_cultural_events,98.0
1329,0,local_politics,72.27
1329,3,crime_news,26.5
1330,0,local_politics,67.19
1330,3,crime_news,26.5
1332,1,justice,62.56
1332,2,education_social,28.81
1333,1,justice,89.37
1334,1,justice,89.37
1335,0,local_politics,33.34
1335,1,justice,24.17
1335,3,crime_news,41.12
1336,2,education_social,40.16
1336,3,crime_news,56.87
1337,1,justice,45.9
1337,3,crime_news,50.55
1338,0,local_politics,90.7
1339,3,crime_news,96.78
1340,0,local_politics,59.11
1340,3,crime_news,34.88
1342,4,sport_cultural_events,75.4
1343,3,crime_news,84.24
1344,4,sport_cultural_events,95.16
1345,0,local_politics,96.41
1346,0,local_politics,96.87
1347,0,local_politics,26.57
1347,4,sport_cultural_events,71.49
1348,0,local_politics,36.19
1348,3,crime_news,61.74
1349,0,local_politics,48.77
1349,2,education_social,47.52
1350,0,local_politics,52.46
1350,3,crime_news,46.0
1351,4,sport_cultural_events,85.89
1352,4,sport_cultural_events,76.71
1353,0,local_politics,62.84
1353,3,crime_news,35.52
1354,2,education_social,31.92
1354,3,crime_news,58.59
1355,0,local_politics,73.16
1355,3,crime_news,26.28
1356,0,local_politics,95.26
1357,2,education_social,28.11
1357,3,crime_news,51.72
1358,2,education_social,55.11
1358,3,crime_news,42.33
1359,0,local_politics,62.99
1359,3,crime_news,36.61
1360,0,local_politics,59.32
1360,1,justice,24.4
1362,3,crime_news,62.75
1362,4,sport_cultural_events,20.95
1363,0,local_politics,84.37
1364,0,local_politics,70.4
1365,4,sport_cultural_events,97.03
1366,0,local_politics,97.54
1367,0,local_politics,85.26
1368,0,local_politics,74.12
1369,3,crime_news,86.22
1370,4,sport_cultural_events,96.09
1371,2,education_social,53.63
1371,3,crime_news,30.05
1372,1,justice,38.82
1372,4,sport_cultural_events,46.58
1373,1,justice,25.92
1373,3,crime_news,58.75
1374,2,education_social,26.11
